;Unnamed: 0;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic;idioma;polaridad;subjetividad
487;14;2021-07-06 17:35:00;"#EnVideo 📹 | Acto solemne por el Día de la Independencia en la Asamblea Nacional

#FlexibilizaciónConsciente

https://t.co/aoIi5zmf95";85;17;['EnVideo', 'FlexibilizaciónConsciente'];[];Venezuela;TweetDeck;Asamblea Nacional;es;0.0;0.0
488;1;2021-07-07 18:11:22;Fiscal del caso Efraín Ruales fue amenazado de muerte tras entrevista con medio digital La Posta ►… https://t.co/zuSpyUwHvc;498;998;[];[];Guayaquil, Ecuador;Hootsuite Inc.;Ruales;es;0.0;0.0
489;2;2021-07-07 23:32:22;🔴 Víctor González, quien investiga el asesinato del presentador Efraín Ruales, recibió una llamada en la que lo ame… https://t.co/aTTkWoR87m;92;197;[];[];Ecuador;Twitter for iPhone;Ruales;es;0.0;0.0
490;3;2021-07-08 00:30:08;Fiscal es amenazado de muerte y con demanda tras mencionar a Salcedo en entrevista de caso Efraín Ruales ►… https://t.co/iVhWRWb4Zd;84;128;[];[];Guayaquil, Ecuador;Hootsuite Inc.;Ruales;es;0.0;0.0
491;4;2021-07-07 23:10:00;#ATENCIÓN | Fiscalía confirma amenazas a funcionario que investiga el crimen del presentador Efraín Ruales »… https://t.co/aoBy6ZNrrj;46;111;['ATENCIÓN'];[];Ecuador;TweetDeck;Ruales;es;0.0;0.0
492;5;2021-07-08 04:30:15;La Fiscalía solicitó resguardo policial para el fiscal Víctor González, quien investiga el asesinato del presentado… https://t.co/zuMC5BuswA;24;44;[];[];Guayaquil, Ecuador;Metricool;Ruales;es;0.0;0.0
493;6;2021-07-08 18:21:42;#PlanVacunación9100 | El viceministro de Gobernanza, Dr. José Ruales y el ministro de @TurismoEc, @nielsolsenp, par… https://t.co/dEYfpfDzua;17;25;['PlanVacunación9100'];['TurismoEc', 'nielsolsenp'];Ecuador;Twitter Web App;Ruales;es;0.0;0.0
494;7;2021-07-08 14:16:53;¿Por qué un banco le solicitó a Ruales que justifique los valores ingresados a su cuenta?  https://t.co/ufgBs0pZd8 https://t.co/9ic8k9Zpe6;8;42;[];[];Quito, Ecuador;Hootsuite Inc.;Ruales;es;0.0;0.0
495;8;2021-07-08 00:30:02;El fiscal del caso Efraín Ruales fue amenazado de muerte después de mencionar en una entrevista que sospechaba que… https://t.co/otiKQvcdK3;16;19;[];[];Ecuador;Sprout Social;Ruales;es;0.0;0.0
496;9;2021-07-02 14:49:52;"#MSPEnMedios | El viceministro de Gobernanza, Dr. José Ruales brindó entrevista en @TelediarioEC - @EcuadorTV.

Tem… https://t.co/twbQCQAuWO";21;21;['MSPEnMedios'];['TelediarioEC', 'EcuadorTV'];Ecuador;Twitter Web App;Ruales;es;0.0;0.0
497;10;2021-07-05 23:03:30;"#PlanVacunación9100 | También participaron el viceministro de Gobernanza, José Ruales; el presidente del… https://t.co/TcDWWGTDUg";29;30;['PlanVacunación9100'];[];Ecuador;Twitter for Android;Ruales;es;0.0;0.0
498;1;2021-07-07 22:05:56;¿Qué tenía que hacer Jorge Guagua ofreciéndole un contrato con Emelec a Bryan Caicedo JUSTO DÍAS ANTES DEL CLÁSICO?… https://t.co/6OwX5QYJlw;228;555;[];[];Ecuador, Guayaquil;Twitter for Android;Bryan Caicedo;es;0.0;0.0
499;1;2021-07-08 17:10:49;"Mercado da bola:

Junior Sornoza, que pertence ao Corinthians e estava emprestado ao Tijuana até dezembro, foi libe… https://t.co/tnqq2VFVAd";6;223;[];[];Niterói;Twitter Web App;Junior Sornoza;pt;0.0;0.0
500;1;2021-07-08 15:27:02;El Ministro @GustavoManriq_M desde la sala de control y vigilancia del @parquegalapagos, nos da detalles actuales d… https://t.co/PzZo6kEYID;42;42;[];['GustavoManriq_M', 'parquegalapagos'];Quito - Ecuador;Twitter Web App;Galápagos;es;0.0;0.0
501;2;2021-07-08 03:00:20;Son unos 300 barcos, la mayoría de origen chino, que se ubican entre las Zonas Económicas Exclusivas (ZEE) Insular… https://t.co/I4Y3lxQn5I;150;236;[];[];Guayaquil, Ecuador;Hootsuite Inc.;Galápagos;es;0.0;0.0
502;3;2021-07-08 16:30:00;#ATENCIÓN | Ecuador detecta 294 embarcaciones de flota pesquera cerca de #Galápagos. “China aceptó establecer un…”… https://t.co/0stWOOB4BE;22;37;['ATENCIÓN', 'Galápagos'];[];Ecuador;TweetDeck;Galápagos;es;0.0;0.0
503;4;2021-07-08 15:22:45;🤝 Juntos contribuimos al cuidado del ambiente. Almacenistas y distribuidores hacen una gran labor para proteger las… https://t.co/ivznI21NHO;22;13;[];[];Quito - Ecuador;Twitter Web App;Galápagos;es;0.0;0.0
504;5;2021-07-07 14:46:56;Une nouvelle étude de la fondation Darwin montre que les tortues géantes des Galapagos ont développé une résistance… https://t.co/d6Bqm2JVab;22;54;[];[];Paris, Ile-de-France;Twitter Web App;Galápagos;fr;0.0;0.0
505;6;2021-07-07 14:40:05;La pesca del calamar gigante, en aguas internacionales entre la costa del Ecuador y Galápagos, reduce el alimento p… https://t.co/cIWgi1Pk3F;26;51;[];[];Guayaquil, Ecuador;Hootsuite Inc.;Galápagos;es;0.0;0.0
506;7;2021-07-07 15:34:16;#Galápagos | En @NoticiasGlps, el Ministro @GustavoManriq_M mencionó que durante su visita se reunió con el equipo… https://t.co/zS7ByjIuXx;27;30;['Galápagos'];['NoticiasGlps', 'GustavoManriq_M'];Quito - Ecuador;Twitter for Android;Galápagos;es;0.0;0.0
507;8;2021-07-07 22:46:43;#Galápagos | Estamos próximos al 𝗜𝗜𝗜 𝗦𝗶𝗺𝗽𝗼𝘀𝗶𝗼 𝗱𝗲 𝗖𝗶𝗲𝗻𝗰𝗶𝗮𝘀, para conmemorar la declaratoria de Patrimonio de la Huma… https://t.co/8Yl7oiBgUI;17;35;['Galápagos'];[];Santa Cruz - Galápagos;Twitter Web App;Galápagos;es;0.0;0.0
508;9;2021-07-08 04:39:03;Realmente @milcastillo33 estaba haciendo un buen trabajo en Galápagos;23;49;[];['milcastillo33'];Guayaquil;Twitter for iPhone;Galápagos;es;0.0;0.0
509;10;2021-07-06 15:15:39;"📢 Flota pesquera acecha Galápagos ¿qué ha hecho el Gobierno? 

📰La nota completa aquí ➡ https://t.co/73vDI0aNy7 https://t.co/mjLF3ifwd1";115;209;[];[];Ecuador;Twitter Web App;Galápagos;es;0.0;0.0
510;11;2021-07-04 01:20:50;Leonardo Di Caprio hace petición pública para proteger la vida marina en las islas Galápagos ►… https://t.co/Mw4R3EcKmI;535;2032;[];[];Guayaquil, Ecuador;Hootsuite Inc.;Galápagos;es;0.0;0.0
511;1;2021-07-07 23:39:02;⚽️💪🏽¡BIENVENIDO, GOLEADOR! Cristian Martínez Borja es ‘Tiburón’. El delantero se suma al equipo y se convierte en l… https://t.co/PRA80dnyFp;256;1830;[];[];Barranquilla, Colombia;Twitter for iPhone;Cristian Martínez Borja;es;0.0;0.0
512;2;2021-07-07 23:46:05;"9️⃣⚽️💪🏽 El delantero Cristian Martínez Borja ya posó con la ‘Rojiblanca’. ¡Vamos con todo! 

#VamosJunior🔴⚪️🔵 https://t.co/zt8LRdw4sd";170;1326;['VamosJunior'];[];Barranquilla, Colombia;Twitter for iPhone;Cristian Martínez Borja;es;0.0;0.0
513;3;2021-07-08 03:29:51;"El ""Parce"" Cristian Martínez Borja 🇨🇴 y su mensaje de despedida para la hinchada alba.
¡Gracias totales #Trucutú! https://t.co/cXs6Tsk37M";107;963;['Trucutú'];[];Quito - Ecuador;Twitter Ads;Cristian Martínez Borja;es;0.0;0.0
514;4;2021-07-08 03:19:54;#ComunicadoOficial: Cristian Martínez Borja https://t.co/cmjUaVw7v1;57;492;['ComunicadoOficial'];[];Quito - Ecuador;Hootsuite Inc.;Cristian Martínez Borja;es;0.0;0.0
515;5;2021-07-08 00:05:00;"¡Ya es Tiburón! 

Cristian Martínez Borja firmó y es nuevo jugador de Junior.

📸 @JuniorClubSA https://t.co/v5uTWzlo0N";21;409;[];['JuniorClubSA'];;TweetDeck;Cristian Martínez Borja;es;0.0;0.0
516;6;2021-07-08 11:26:10;"#BoletínDeportivo 

➡️ PSG anunció el fichaje de Sergio Ramos
➡️ Cristian Martínez Borja es nuevo jugador del Junio… https://t.co/gh5BZ2f2tD";4;7;['BoletínDeportivo'];[];Colombia;TweetDeck;Cristian Martínez Borja;es;0.0;0.0
517;7;2021-07-02 13:53:15;Hoy llegará a Barranquilla Cristian Martínez Borja, para presentar exámenes médicos y vincularse al Junior.;99;1007;[];[];Colombia;Twitter for iPhone;Cristian Martínez Borja;es;0.0;0.0
518;8;2021-07-01 15:43:40;#TemporadaDeHumo2021 En la búsqueda del delantero, Junior entiende que si llega Carlos Bacca al equipo, Cristian Ma… https://t.co/z9nT2jxBfE;32;254;['TemporadaDeHumo2021'];[];Barranquilla, Atlántico;Twitter Web App;Cristian Martínez Borja;es;0.0;0.0
519;9;2021-07-02 22:35:41;El delantero Cristian Martínez Borja llegará a Barranquilla y mañana iniciará exámenes médicos con Junior.… https://t.co/8byBFLM705;21;214;[];[];Barranquilla, Colombia;Twitter for iPhone;Cristian Martínez Borja;es;0.0;0.0
520;1;2021-07-07 07:44:48;"¿Hay en Europa más militantes del lobby LGTB que fieles de la religión catolica?
Les aseguro que no.
Pues nunca vi… https://t.co/IoOiFCd5Yj";949;2101;[];[];;Twitter for Mac;Católica;es;0.0;0.0
521;2;2021-07-08 09:55:44;¿Cómo? ¿Peña católica detrás de una agresión homófoba? Muerta me quedo de la sorpresa. https://t.co/R3Ue0VhMyR;103;406;[];[];Barcelona;Twitter for Android;Católica;es;0.0;0.0
522;3;2021-07-07 15:19:46;"💪 Apoyando a @CarlosMazon40 por el #XVCongresoPPCV:

📹 Confederación Valenciana de asociaciones de padres y madres… https://t.co/o6Uy4vX5yD";42;55;['XVCongresoPPCV'];['CarlosMazon40'];Comunidad Valenciana;Twitter for iPhone;Católica;es;0.0;0.0
523;4;2021-07-08 13:15:00;Primero fue un gobernador de un estado y luego un obispo de la iglesia católica en una capital estatal: el narcotrá… https://t.co/kP2Di6xXVH;29;63;[];[];Centro de la Ciudad de México;Twitter Web App;Católica;es;0.0;0.0
524;5;2021-07-07 16:56:02;El P. Reginald Jean-Mary, párroco de la Misión Católica Notre Dame d'Haiti, lamentó y condenó enérgicamente el ases… https://t.co/7O1nCchJHu;28;56;[];[];;ACI Prensa;Católica;es;0.0;0.0
525;6;2021-07-07 22:10:00;#LasIgualadas Ser católica y defender el derecho al aborto sí es posible, porque se respeta que la maternidad es un… https://t.co/PapENIbVtA;17;89;['LasIgualadas'];[];Colombia;TweetDeck;Católica;es;0.0;0.0
526;7;2021-07-07 14:30:20;"#LoÚltimo Iglesia católica #Nicaragua: ""no abusen de la gente, no hagan denuncias falsas"", lamentan migración por p… https://t.co/TY3dPum7dA";28;61;['LoÚltimo', 'Nicaragua'];[];Nicaragua;Twitter for Android;Católica;es;0.0;0.0
527;8;2021-07-07 15:01:15;"#Nación 🔍▶️ Iglesia católica lamenta el ""exilio forzado"" de miles de nicaragüenses por razones políticas y habla de… https://t.co/YLqfI4fPIF";19;39;['Nación'];[];Nicaragua;Twitter for Android;Católica;es;0.0;0.0
528;9;2021-07-07 13:07:35;"¡Vamos Católica por este nuevo día! ⚽🔥

Tengan un gran miércoles #LosCruzados y #LasCruzadas 🙌 https://t.co/vYusP7Kf4w";15;314;['LosCruzados', 'LasCruzadas'];[];San Carlos de Apoquindo, Chile;Twitter Web App;Católica;es;0.0;0.0
529;10;2021-07-08 02:45:00;#Nación 🔍▶️  Muchos nicaragüenses piensan que el país ha entrado a un túnel sin salida, “a una noche de oscuridad”… https://t.co/0lOj7smUZI;15;51;['Nación'];[];Nicaragua;TweetDeck;Católica;es;0.0;0.0
530;11;2021-07-07 15:10:07;"A través de una carta pastoral, la Iglesia demanda ""el respeto a los derechos humanos de todos los nicaragüenses, d… https://t.co/PsyjUn6wCT";21;43;[];[];Nicaragua;Hootsuite Inc.;Católica;es;0.0;0.0
531;12;2021-07-07 00:30:00;"¡Misión @Libertadores! ⚽🔥

Con el enfoque a 💯, #LosCruzados iniciaron con todo su preparación para el desafío de la… https://t.co/gbLohiiuM9";17;293;['LosCruzados'];['Libertadores'];San Carlos de Apoquindo, Chile;Twitter Media Studio;Católica;es;0.0;0.0
532;13;2021-07-06 18:20:09;En pocos meses se han encontrado unas 1.000 tumbas sin marcar en antiguos internados de Columbia Británica y Saskat… https://t.co/HJEd7HUGTc;64;149;[];[];En todas partes;SocialFlow;Católica;es;0.0;0.0
533;14;2021-07-04 18:35:29;Sou evangélico. Nossa mãe estudou em colégio de freiras e nos batizou na Igreja Católica. Hoje, domingo, faço uma h… https://t.co/yVEyoR09Lh;698;4648;[];[];;Twitter for Android;Católica;pt;0.0;0.0
534;15;2021-07-08 17:15:56;"#EnVideo 🎥🔍▶️ Iglesia católica dice que en #Nicaragua se vive ""bajo el terror"" y en una nueva ""noche de oscuridad""… https://t.co/VNEpwNW01z";15;43;['EnVideo', 'Nicaragua'];[];Nicaragua;Twitter for Android;Católica;es;0.0;0.0
535;1;2021-07-08 16:38:59;"👨‍🏫🎙️ DT Fabián Bustos: ""Gabriel Marques está muy bien, pero los clubes ecuatorianos hicimos un pacto de caballeros… https://t.co/Q54VN80b3E";42;198;[];[];Guayaquil, Ecuador;Twitter Web App;barce;es;0.0;0.0
536;2;2021-07-08 16:12:02;"👨‍🏫🎙️ DT Fabián Bustos: ""Williams Riveros está en la lista de convocados y tiene grandes chances de jugar el… https://t.co/kMLTJoWnBs";40;176;[];[];Guayaquil, Ecuador;Twitter Web App;barce;es;0.0;0.0
537;3;2021-07-08 16:25:43;"👨‍🏫🎙️ DT Fabián Bustos: ""Darío Aimar ya se reincorporó a los entrenamientos, aún trabaja con el cuerpo médico, pero… https://t.co/BchiuDZGfl";21;100;[];[];Guayaquil, Ecuador;Twitter Web App;barce;es;0.0;0.0
